day	wk1	wk2	wk3	wk4	wk5	wk6	cumm	covid	country
19	1	0	0	0	0	0	0	0	20
20	1	0	0	0	0	0	0	0	20
21	1	0	0	0	0	0	0	0	20
22	1	0	0	0	0	0	0	0	20
23	1	0	0	0	0	0	0	0	20
24	1	0	0	0	0	0	0	0	20
25	1	0	0	0	0	0	0	0	20
26	1	0	0	0	0	0	0	0	20
27	1	0	0	0	0	0	0	0	20
28	1	0	0	0	0	0	0	0	20
29	1	0	0	0	0	0	0	0	20
30	0	1	0	0	0	0	0	0	20
31	0	1	0	0	0	0	0	0	20
32	0	1	0	0	0	0	0	1	20
33	0	1	0	0	0	0	1	1	20
34	0	1	0	0	0	0	2	0	20
35	0	1	0	0	0	0	2	0	20
36	0	1	0	0	0	0	2	0	20
37	0	0	1	0	0	0	2	1	20
38	0	0	1	0	0	0	3	0	20
39	0	0	1	0	0	0	3	0	20
40	0	0	1	0	0	0	3	0	20
41	0	0	1	0	0	0	3	0	20
42	0	0	1	0	0	0	3	0	20
43	0	0	1	0	0	0	3	0	20
44	0	0	0	1	0	0	3	0	20
45	0	0	0	1	0	0	3	0	20
46	0	0	0	1	0	0	3	0	20
47	0	0	0	1	0	0	3	0	20
48	0	0	0	1	0	0	3	3	20
49	0	0	0	1	0	0	6	0	20
50	0	0	0	1	0	0	6	1	20
51	0	0	0	0	1	0	7	3	20
52	0	0	0	0	1	0	10	3	20
53	0	0	0	0	1	0	13	1	20
54	0	0	0	0	1	0	14	0	20
55	0	0	0	0	1	0	14	17	20
56	0	0	0	0	1	0	31	0	20
57	0	0	0	0	1	0	31	6	20
58	0	0	0	0	0	1	37	11	20
59	0	0	0	0	0	1	48	2	20
60	0	0	0	0	0	1	50	9	20
61	0	0	0	0	0	1	59	0	20
62	0	0	0	0	0	1	59	0	20
1	1	0	0	0	0	0	0	0	21
2	1	0	0	0	0	0	0	0	21
3	1	0	0	0	0	0	0	0	21
4	1	0	0	0	0	0	0	0	21
5	1	0	0	0	0	0	0	0	21
6	1	0	0	0	0	0	0	0	21
7	1	0	0	0	0	0	0	0	21
8	1	0	0	0	0	0	0	0	21
9	1	0	0	0	0	0	0	0	21
10	1	0	0	0	0	0	0	0	21
11	1	0	0	0	0	0	0	0	21
12	1	0	0	0	0	0	0	0	21
13	1	0	0	0	0	0	0	0	21
14	1	0	0	0	0	0	0	0	21
15	1	0	0	0	0	0	0	0	21
16	1	0	0	0	0	0	0	0	21
17	1	0	0	0	0	0	0	0	21
18	1	0	0	0	0	0	0	0	21
19	1	0	0	0	0	0	0	0	21
20	1	0	0	0	0	0	0	0	21
21	1	0	0	0	0	0	0	0	21
22	1	0	0	0	0	0	0	0	21
23	1	0	0	0	0	0	0	0	21
24	1	0	0	0	0	0	0	0	21
25	1	0	0	0	0	0	0	0	21
26	1	0	0	0	0	0	0	0	21
27	1	0	0	0	0	0	0	0	21
28	1	0	0	0	0	0	0	0	21
29	1	0	0	0	0	0	0	0	21
30	0	1	0	0	0	0	0	0	21
31	0	1	0	0	0	0	0	0	21
32	0	1	0	0	0	0	0	0	21
33	0	1	0	0	0	0	0	0	21
34	0	1	0	0	0	0	0	0	21
35	0	1	0	0	0	0	0	0	21
36	0	1	0	0	0	0	0	0	21
37	0	0	1	0	0	0	0	0	21
38	0	0	1	0	0	0	0	0	21
39	0	0	1	0	0	0	0	0	21
40	0	0	1	0	0	0	0	1	21
41	0	0	1	0	0	0	1	0	21
42	0	0	1	0	0	0	1	0	21
43	0	0	1	0	0	0	1	0	21
44	0	0	0	1	0	0	1	0	21
45	0	0	0	1	0	0	1	7	21
46	0	0	0	1	0	0	8	0	21
47	0	0	0	1	0	0	8	2	21
48	0	0	0	1	0	0	10	0	21
49	0	0	0	1	0	0	10	1	21
50	0	0	0	1	0	0	11	0	21
51	0	0	0	0	1	0	11	7	21
52	0	0	0	0	1	0	18	0	21
53	0	0	0	0	1	0	18	0	21
54	0	0	0	0	1	0	18	1	21
55	0	0	0	0	1	0	19	2	21
56	0	0	0	0	1	0	21	3	21
57	0	0	0	0	1	0	24	0	21
58	0	0	0	0	0	1	24	1	21
59	0	0	0	0	0	1	25	0	21
60	0	0	0	0	0	1	25	1	21
61	0	0	0	0	0	1	26	9	21
62	0	0	0	0	0	1	35	13	21
1	1	0	0	0	0	0	0	0	22
2	1	0	0	0	0	0	0	0	22
3	1	0	0	0	0	0	0	0	22
4	1	0	0	0	0	0	0	0	22
5	1	0	0	0	0	0	0	0	22
6	1	0	0	0	0	0	0	0	22
7	1	0	0	0	0	0	0	0	22
8	1	0	0	0	0	0	0	0	22
9	1	0	0	0	0	0	0	0	22
10	1	0	0	0	0	0	0	0	22
11	1	0	0	0	0	0	0	0	22
12	1	0	0	0	0	0	0	0	22
13	1	0	0	0	0	0	0	0	22
14	1	0	0	0	0	0	0	0	22
15	1	0	0	0	0	0	0	0	22
16	1	0	0	0	0	0	0	0	22
17	1	0	0	0	0	0	0	0	22
18	1	0	0	0	0	0	0	0	22
19	1	0	0	0	0	0	0	0	22
20	1	0	0	0	0	0	0	0	22
21	1	0	0	0	0	0	0	0	22
22	1	0	0	0	0	0	0	0	22
23	1	0	0	0	0	0	0	0	22
24	1	0	0	0	0	0	0	0	22
25	1	0	0	0	0	0	0	0	22
26	1	0	0	0	0	0	0	0	22
27	1	0	0	0	0	0	0	0	22
28	1	0	0	0	0	0	0	0	22
29	1	0	0	0	0	0	0	0	22
30	0	1	0	0	0	0	0	0	22
31	0	1	0	0	0	0	0	0	22
32	0	1	0	0	0	0	0	0	22
33	0	1	0	0	0	0	0	0	22
34	0	1	0	0	0	0	0	0	22
35	0	1	0	0	0	0	0	0	22
36	0	1	0	0	0	0	0	0	22
37	0	0	1	0	0	0	0	0	22
38	0	0	1	0	0	0	0	0	22
39	0	0	1	0	0	0	0	0	22
40	0	0	1	0	0	0	0	0	22
41	0	0	1	0	0	0	0	0	22
42	0	0	1	0	0	0	0	0	22
43	0	0	1	0	0	0	0	0	22
44	0	0	0	1	0	0	0	0	22
45	0	0	0	1	0	0	0	0	22
46	0	0	0	1	0	0	0	0	22
47	0	0	0	1	0	0	0	0	22
48	0	0	0	1	0	0	0	0	22
49	0	0	0	1	0	0	0	3	22
50	0	0	0	1	0	0	3	0	22
51	0	0	0	0	1	0	3	1	22
52	0	0	0	0	1	0	4	0	22
53	0	0	0	0	1	0	4	1	22
54	0	0	0	0	1	0	5	3	22
55	0	0	0	0	1	0	8	0	22
56	0	0	0	0	1	0	8	0	22
57	0	0	0	0	1	0	8	1	22
58	0	0	0	0	0	1	9	3	22
59	0	0	0	0	0	1	12	1	22
60	0	0	0	0	0	1	13	3	22
61	0	0	0	0	0	1	16	0	22
62	0	0	0	0	0	1	16	0	22
1	1	0	0	0	0	0	0	0	23
2	1	0	0	0	0	0	0	0	23
3	1	0	0	0	0	0	0	0	23
4	1	0	0	0	0	0	0	0	23
5	1	0	0	0	0	0	0	0	23
6	1	0	0	0	0	0	0	0	23
7	1	0	0	0	0	0	0	0	23
8	1	0	0	0	0	0	0	0	23
9	1	0	0	0	0	0	0	0	23
10	1	0	0	0	0	0	0	0	23
11	1	0	0	0	0	0	0	0	23
12	1	0	0	0	0	0	0	0	23
13	1	0	0	0	0	0	0	0	23
14	1	0	0	0	0	0	0	0	23
15	1	0	0	0	0	0	0	0	23
16	1	0	0	0	0	0	0	0	23
17	1	0	0	0	0	0	0	0	23
18	1	0	0	0	0	0	0	0	23
19	1	0	0	0	0	0	0	0	23
20	1	0	0	0	0	0	0	0	23
21	1	0	0	0	0	0	0	0	23
22	1	0	0	0	0	0	0	0	23
23	1	0	0	0	0	0	0	0	23
24	1	0	0	0	0	0	0	0	23
25	1	0	0	0	0	0	0	0	23
26	1	0	0	0	0	0	0	0	23
27	1	0	0	0	0	0	0	0	23
28	1	0	0	0	0	0	0	0	23
29	1	0	0	0	0	0	0	0	23
30	0	1	0	0	0	0	0	0	23
31	0	1	0	0	0	0	0	0	23
32	0	1	0	0	0	0	0	0	23
33	0	1	0	0	0	0	0	0	23
34	0	1	0	0	0	0	0	0	23
35	0	1	0	0	0	0	0	0	23
36	0	1	0	0	0	0	0	0	23
37	0	0	1	0	0	0	0	0	23
38	0	0	1	0	0	0	0	0	23
39	0	0	1	0	0	0	0	0	23
40	0	0	1	0	0	0	0	0	23
41	0	0	1	0	0	0	0	2	23
42	0	0	1	0	0	0	2	2	23
43	0	0	1	0	0	0	4	0	23
44	0	0	0	1	0	0	4	5	23
45	0	0	0	1	0	0	9	9	23
46	0	0	0	1	0	0	18	0	23
47	0	0	0	1	0	0	18	0	23
48	0	0	0	1	0	0	18	10	23
49	0	0	0	1	0	0	28	8	23
50	0	0	0	1	0	0	36	3	23
51	0	0	0	0	1	0	39	2	23
52	0	0	0	0	1	0	41	4	23
53	0	0	0	0	1	0	45	2	23
54	0	0	0	0	1	0	47	9	23
55	0	0	0	0	1	0	56	3	23
56	0	0	0	0	1	0	59	0	23
57	0	0	0	0	1	0	59	28	23
58	0	0	0	0	0	1	87	18	23
59	0	0	0	0	0	1	105	11	23
60	0	0	0	0	0	1	116	7	23
61	0	0	0	0	0	1	123	21	23
62	0	0	0	0	0	1	144	4	23
1	1	0	0	0	0	0	0	0	24
2	1	0	0	0	0	0	0	0	24
3	1	0	0	0	0	0	0	0	24
4	1	0	0	0	0	0	0	0	24
5	1	0	0	0	0	0	0	0	24
6	1	0	0	0	0	0	0	0	24
7	1	0	0	0	0	0	0	0	24
8	1	0	0	0	0	0	0	0	24
9	1	0	0	0	0	0	0	0	24
10	1	0	0	0	0	0	0	0	24
11	1	0	0	0	0	0	0	0	24
12	1	0	0	0	0	0	0	0	24
13	1	0	0	0	0	0	0	0	24
14	1	0	0	0	0	0	0	0	24
15	1	0	0	0	0	0	0	0	24
16	1	0	0	0	0	0	0	0	24
17	1	0	0	0	0	0	0	0	24
18	1	0	0	0	0	0	0	0	24
19	1	0	0	0	0	0	0	0	24
20	1	0	0	0	0	0	0	0	24
21	1	0	0	0	0	0	0	0	24
22	1	0	0	0	0	0	0	0	24
23	1	0	0	0	0	0	0	0	24
24	1	0	0	0	0	0	0	0	24
25	1	0	0	0	0	0	0	0	24
26	1	0	0	0	0	0	0	0	24
27	1	0	0	0	0	0	0	0	24
28	1	0	0	0	0	0	0	0	24
29	1	0	0	0	0	0	0	0	24
30	0	1	0	0	0	0	0	1	24
31	0	1	0	0	0	0	1	0	24
32	0	1	0	0	0	0	1	0	24
33	0	1	0	0	0	0	1	0	24
34	0	1	0	0	0	0	1	0	24
35	0	1	0	0	0	0	1	1	24
36	0	1	0	0	0	0	2	0	24
37	0	0	1	0	0	0	2	0	24
38	0	0	1	0	0	0	2	0	24
39	0	0	1	0	0	0	2	0	24
40	0	0	1	0	0	0	2	0	24
41	0	0	1	0	0	0	2	0	24
42	0	0	1	0	0	0	2	1	24
43	0	0	1	0	0	0	3	0	24
44	0	0	0	1	0	0	3	2	24
45	0	0	0	1	0	0	5	0	24
46	0	0	0	1	0	0	5	0	24
47	0	0	0	1	0	0	5	0	24
48	0	0	0	1	0	0	5	0	24
49	0	0	0	1	0	0	5	1	24
50	0	0	0	1	0	0	6	0	24
51	0	0	0	0	1	0	6	0	24
52	0	0	0	0	1	0	6	0	24
53	0	0	0	0	1	0	6	0	24
54	0	0	0	0	1	0	6	0	24
55	0	0	0	0	1	0	6	0	24
56	0	0	0	0	1	0	6	1	24
57	0	0	0	0	1	0	7	0	24
58	0	0	0	0	0	1	7	0	24
59	0	0	0	0	0	1	7	0	24
60	0	0	0	0	0	1	7	0	24
61	0	0	0	0	0	1	7	0	24
62	0	0	0	0	0	1	7	0	24
1	1	0	0	0	0	0	0	0	25
2	1	0	0	0	0	0	0	0	25
3	1	0	0	0	0	0	0	0	25
4	1	0	0	0	0	0	0	0	25
5	1	0	0	0	0	0	0	0	25
6	1	0	0	0	0	0	0	0	25
7	1	0	0	0	0	0	0	0	25
8	1	0	0	0	0	0	0	0	25
9	1	0	0	0	0	0	0	0	25
10	1	0	0	0	0	0	0	0	25
11	1	0	0	0	0	0	0	0	25
12	1	0	0	0	0	0	0	0	25
13	1	0	0	0	0	0	0	0	25
14	1	0	0	0	0	0	0	0	25
15	1	0	0	0	0	0	0	0	25
16	1	0	0	0	0	0	0	0	25
17	1	0	0	0	0	0	0	0	25
18	1	0	0	0	0	0	0	1	25
19	1	0	0	0	0	0	1	0	25
20	1	0	0	0	0	0	1	0	25
21	1	0	0	0	0	0	1	1	25
22	1	0	0	0	0	0	2	0	25
23	1	0	0	0	0	0	2	0	25
24	1	0	0	0	0	0	2	0	25
25	1	0	0	0	0	0	2	0	25
26	1	0	0	0	0	0	2	0	25
27	1	0	0	0	0	0	2	3	25
28	1	0	0	0	0	0	5	1	25
29	1	0	0	0	0	0	6	1	25
30	0	1	0	0	0	0	7	11	25
31	0	1	0	0	0	0	18	10	25
32	0	1	0	0	0	0	28	9	25
33	0	1	0	0	0	0	37	7	25
34	0	1	0	0	0	0	44	10	25
35	0	1	0	0	0	0	54	9	25
36	0	1	0	0	0	0	63	23	25
37	0	0	1	0	0	0	86	10	25
38	0	0	1	0	0	0	96	19	25
39	0	0	1	0	0	0	115	19	25
40	0	0	1	0	0	0	134	36	25
41	0	0	1	0	0	0	170	55	25
42	0	0	1	0	0	0	225	50	25
43	0	0	1	0	0	0	275	70	25
44	0	0	0	1	0	0	345	13	25
45	0	0	0	1	0	0	358	121	25
46	0	0	0	1	0	0	479	77	25
47	0	0	0	1	0	0	556	61	25
48	0	0	0	1	0	0	617	37	25
49	0	0	0	1	0	0	654	54	25
50	0	0	0	1	0	0	708	0	25
51	0	0	0	0	1	0	708	211	25
52	0	0	0	0	1	0	919	102	25
53	0	0	0	0	1	0	1021	99	25
54	0	0	0	0	1	0	1120	64	25
55	0	0	0	0	1	0	1184	91	25
56	0	0	0	0	1	0	1275	99	25
57	0	0	0	0	1	0	1374	74	25
58	0	0	0	0	0	1	1448	97	25
59	0	0	0	0	0	1	1545	116	25
60	0	0	0	0	0	1	1661	102	25
61	0	0	0	0	0	1	1763	125	25
62	0	0	0	0	0	1	1888	136	25
1	1	0	0	0	0	0	0	0	26
2	1	0	0	0	0	0	0	0	26
3	1	0	0	0	0	0	0	0	26
4	1	0	0	0	0	0	0	0	26
5	1	0	0	0	0	0	0	0	26
6	1	0	0	0	0	0	0	0	26
7	1	0	0	0	0	0	0	0	26
8	1	0	0	0	0	0	0	0	26
9	1	0	0	0	0	0	0	0	26
10	1	0	0	0	0	0	0	0	26
11	1	0	0	0	0	0	0	0	26
12	1	0	0	0	0	0	0	0	26
13	1	0	0	0	0	0	0	0	26
14	1	0	0	0	0	0	0	0	26
15	1	0	0	0	0	0	0	0	26
16	1	0	0	0	0	0	0	0	26
17	1	0	0	0	0	0	0	0	26
18	1	0	0	0	0	0	0	0	26
19	1	0	0	0	0	0	0	0	26
20	1	0	0	0	0	0	0	0	26
21	1	0	0	0	0	0	0	0	26
22	1	0	0	0	0	0	0	0	26
23	1	0	0	0	0	0	0	0	26
24	1	0	0	0	0	0	0	0	26
25	1	0	0	0	0	0	0	0	26
26	1	0	0	0	0	0	0	0	26
27	1	0	0	0	0	0	0	0	26
28	1	0	0	0	0	0	0	0	26
29	1	0	0	0	0	0	0	0	26
30	0	1	0	0	0	0	0	0	26
31	0	1	0	0	0	0	0	0	26
32	0	1	0	0	0	0	0	0	26
33	0	1	0	0	0	0	0	0	26
34	0	1	0	0	0	0	0	0	26
35	0	1	0	0	0	0	0	0	26
36	0	1	0	0	0	0	0	0	26
37	0	0	1	0	0	0	0	0	26
38	0	0	1	0	0	0	0	1	26
39	0	0	1	0	0	0	1	0	26
40	0	0	1	0	0	0	1	0	26
41	0	0	1	0	0	0	1	4	26
42	0	0	1	0	0	0	5	2	26
43	0	0	1	0	0	0	7	0	26
44	0	0	0	1	0	0	7	1	26
45	0	0	0	1	0	0	8	0	26
46	0	0	0	1	0	0	8	0	26
47	0	0	0	1	0	0	8	0	26
48	0	0	0	1	0	0	8	2	26
49	0	0	0	1	0	0	10	0	26
50	0	0	0	1	0	0	10	0	26
51	0	0	0	0	1	0	10	0	26
52	0	0	0	0	1	0	10	0	26
53	0	0	0	0	1	0	10	0	26
54	0	0	0	0	1	0	10	0	26
55	0	0	0	0	1	0	10	7	26
56	0	0	0	0	1	0	17	0	26
57	0	0	0	0	1	0	17	3	26
58	0	0	0	0	0	1	20	0	26
59	0	0	0	0	0	1	20	1	26
60	0	0	0	0	0	1	21	6	26
61	0	0	0	0	0	1	27	1	26
62	0	0	0	0	0	1	28	1	26
1	1	0	0	0	0	0	0	0	27
2	1	0	0	0	0	0	0	0	27
3	1	0	0	0	0	0	0	0	27
4	1	0	0	0	0	0	0	0	27
5	1	0	0	0	0	0	0	0	27
6	1	0	0	0	0	0	0	0	27
7	1	0	0	0	0	0	0	0	27
8	1	0	0	0	0	0	0	0	27
9	1	0	0	0	0	0	0	0	27
10	1	0	0	0	0	0	0	0	27
11	1	0	0	0	0	0	0	0	27
12	1	0	0	0	0	0	0	0	27
13	1	0	0	0	0	0	0	0	27
14	1	0	0	0	0	0	0	0	27
15	1	0	0	0	0	0	0	0	27
16	1	0	0	0	0	0	0	0	27
17	1	0	0	0	0	0	0	0	27
18	1	0	0	0	0	0	0	0	27
19	1	0	0	0	0	0	0	0	27
20	1	0	0	0	0	0	0	0	27
21	1	0	0	0	0	0	0	0	27
22	1	0	0	0	0	0	0	0	27
23	1	0	0	0	0	0	0	0	27
24	1	0	0	0	0	0	0	0	27
25	1	0	0	0	0	0	0	0	27
26	1	0	0	0	0	0	0	0	27
27	1	0	0	0	0	0	0	0	27
28	1	0	0	0	0	0	0	0	27
29	1	0	0	0	0	0	0	0	27
30	0	1	0	0	0	0	0	2	27
31	0	1	0	0	0	0	2	0	27
32	0	1	0	0	0	0	2	0	27
33	0	1	0	0	0	0	2	0	27
34	0	1	0	0	0	0	2	0	27
35	0	1	0	0	0	0	2	0	27
36	0	1	0	0	0	0	2	1	27
37	0	0	1	0	0	0	3	0	27
38	0	0	1	0	0	0	3	0	27
39	0	0	1	0	0	0	3	0	27
40	0	0	1	0	0	0	3	0	27
41	0	0	1	0	0	0	3	1	27
42	0	0	1	0	0	0	4	4	27
43	0	0	1	0	0	0	8	0	27
44	0	0	0	1	0	0	8	0	27
45	0	0	0	1	0	0	8	3	27
46	0	0	0	1	0	0	11	0	27
47	0	0	0	1	0	0	11	0	27
48	0	0	0	1	0	0	11	2	27
49	0	0	0	1	0	0	13	0	27
50	0	0	0	1	0	0	13	1	27
51	0	0	0	0	1	0	14	0	27
52	0	0	0	0	1	0	14	2	27
53	0	0	0	0	1	0	16	0	27
54	0	0	0	0	1	0	16	0	27
55	0	0	0	0	1	0	16	0	27
56	0	0	0	0	1	0	16	0	27
57	0	0	0	0	1	0	16	0	27
58	0	0	0	0	0	1	16	0	27
59	0	0	0	0	0	1	16	0	27
60	0	0	0	0	0	1	16	0	27
61	0	0	0	0	0	1	16	0	27
62	0	0	0	0	0	1	16	0	27
1	1	0	0	0	0	0	0	0	28
2	1	0	0	0	0	0	0	0	28
3	1	0	0	0	0	0	0	0	28
4	1	0	0	0	0	0	0	0	28
5	1	0	0	0	0	0	0	0	28
6	1	0	0	0	0	0	0	0	28
7	1	0	0	0	0	0	0	0	28
8	1	0	0	0	0	0	0	0	28
9	1	0	0	0	0	0	0	0	28
10	1	0	0	0	0	0	0	0	28
11	1	0	0	0	0	0	0	0	28
12	1	0	0	0	0	0	0	0	28
13	1	0	0	0	0	0	0	0	28
14	1	0	0	0	0	0	0	0	28
15	1	0	0	0	0	0	0	0	28
16	1	0	0	0	0	0	0	0	28
17	1	0	0	0	0	0	0	0	28
18	1	0	0	0	0	0	0	0	28
19	1	0	0	0	0	0	0	0	28
20	1	0	0	0	0	0	0	0	28
21	1	0	0	0	0	0	0	0	28
22	1	0	0	0	0	0	0	0	28
23	1	0	0	0	0	0	0	0	28
24	1	0	0	0	0	0	0	0	28
25	1	0	0	0	0	0	0	0	28
26	1	0	0	0	0	0	0	0	28
27	1	0	0	0	0	0	0	0	28
28	1	0	0	0	0	0	0	0	28
29	1	0	0	0	0	0	0	0	28
30	0	1	0	0	0	0	0	0	28
31	0	1	0	0	0	0	0	0	28
32	0	1	0	0	0	0	0	0	28
33	0	1	0	0	0	0	0	0	28
34	0	1	0	0	0	0	0	0	28
35	0	1	0	0	0	0	0	0	28
36	0	1	0	0	0	0	0	1	28
37	0	0	1	0	0	0	1	0	28
38	0	0	1	0	0	0	1	0	28
39	0	0	1	0	0	0	1	1	28
40	0	0	1	0	0	0	2	5	28
41	0	0	1	0	0	0	7	0	28
42	0	0	1	0	0	0	7	3	28
43	0	0	1	0	0	0	10	0	28
44	0	0	0	1	0	0	10	0	28
45	0	0	0	1	0	0	10	0	28
46	0	0	0	1	0	0	10	10	28
47	0	0	0	1	0	0	20	0	28
48	0	0	0	1	0	0	20	54	28
49	0	0	0	1	0	0	74	0	28
50	0	0	0	1	0	0	74	24	28
51	0	0	0	0	1	0	98	22	28
52	0	0	0	0	1	0	120	64	28
53	0	0	0	0	1	0	184	69	28
54	0	0	0	0	1	0	253	25	28
55	0	0	0	0	1	0	278	64	28
56	0	0	0	0	1	0	342	68	28
57	0	0	0	0	1	0	410	28	28
58	0	0	0	0	0	1	438	53	28
59	0	0	0	0	0	1	491	38	28
60	0	0	0	0	0	1	529	19	28
61	0	0	0	0	0	1	548	22	28
62	0	0	0	0	0	1	570	14	28
1	1	0	0	0	0	0	0	0	29
2	1	0	0	0	0	0	0	0	29
3	1	0	0	0	0	0	0	0	29
4	1	0	0	0	0	0	0	0	29
5	1	0	0	0	0	0	0	0	29
6	1	0	0	0	0	0	0	0	29
7	1	0	0	0	0	0	0	0	29
8	1	0	0	0	0	0	0	0	29
9	1	0	0	0	0	0	0	0	29
10	1	0	0	0	0	0	0	0	29
11	1	0	0	0	0	0	0	0	29
12	1	0	0	0	0	0	0	0	29
13	1	0	0	0	0	0	0	0	29
14	1	0	0	0	0	0	0	1	29
15	1	0	0	0	0	0	1	0	29
16	1	0	0	0	0	0	1	0	29
17	1	0	0	0	0	0	1	0	29
18	1	0	0	0	0	0	1	0	29
19	1	0	0	0	0	0	1	0	29
20	1	0	0	0	0	0	1	0	29
21	1	0	0	0	0	0	1	0	29
22	1	0	0	0	0	0	1	0	29
23	1	0	0	0	0	0	1	0	29
24	1	0	0	0	0	0	1	0	29
25	1	0	0	0	0	0	1	1	29
26	1	0	0	0	0	0	2	0	29
27	1	0	0	0	0	0	2	0	29
28	1	0	0	0	0	0	2	0	29
29	1	0	0	0	0	0	2	0	29
30	0	1	0	0	0	0	2	0	29
31	0	1	0	0	0	0	2	0	29
32	0	1	0	0	0	0	2	0	29
33	0	1	0	0	0	0	2	1	29
34	0	1	0	0	0	0	3	5	29
35	0	1	0	0	0	0	8	0	29
36	0	1	0	0	0	0	8	4	29
37	0	0	1	0	0	0	12	10	29
38	0	0	1	0	0	0	22	8	29
39	0	0	1	0	0	0	30	10	29
40	0	0	1	0	0	0	40	4	29
41	0	0	1	0	0	0	44	7	29
42	0	0	1	0	0	0	51	14	29
43	0	0	1	0	0	0	65	16	29
44	0	0	0	1	0	0	81	16	29
45	0	0	0	1	0	0	97	0	29
46	0	0	0	1	0	0	97	34	29
47	0	0	0	1	0	0	131	0	29
48	0	0	0	1	0	0	131	20	29
49	0	0	0	1	0	0	151	23	29
50	0	0	0	1	0	0	174	16	29
51	0	0	0	0	1	0	190	20	29
52	0	0	0	0	1	0	210	22	29
53	0	0	0	0	1	0	232	6	29
54	0	0	0	0	1	0	238	16	29
55	0	0	0	0	1	0	254	22	29
56	0	0	0	0	1	0	276	12	29
57	0	0	0	0	1	0	288	17	29
58	0	0	0	0	0	1	305	13	29
59	0	0	0	0	0	1	318	5	29
60	0	0	0	0	0	1	323	20	29
61	0	0	0	0	0	1	343	30	29
62	0	0	0	0	0	1	373	34	29
1	1	0	0	0	0	0	0	0	30
2	1	0	0	0	0	0	0	0	30
3	1	0	0	0	0	0	0	0	30
4	1	0	0	0	0	0	0	0	30
5	1	0	0	0	0	0	0	0	30
6	1	0	0	0	0	0	0	0	30
7	1	0	0	0	0	0	0	0	30
8	1	0	0	0	0	0	0	0	30
9	1	0	0	0	0	0	0	0	30
10	1	0	0	0	0	0	0	0	30
11	1	0	0	0	0	0	0	0	30
12	1	0	0	0	0	0	0	0	30
13	1	0	0	0	0	0	0	0	30
14	1	0	0	0	0	0	0	0	30
15	1	0	0	0	0	0	0	0	30
16	1	0	0	0	0	0	0	0	30
17	1	0	0	0	0	0	0	0	30
18	1	0	0	0	0	0	0	0	30
19	1	0	0	0	0	0	0	0	30
20	1	0	0	0	0	0	0	0	30
21	1	0	0	0	0	0	0	0	30
22	1	0	0	0	0	0	0	0	30
23	1	0	0	0	0	0	0	0	30
24	1	0	0	0	0	0	0	0	30
25	1	0	0	0	0	0	0	0	30
26	1	0	0	0	0	0	0	0	30
27	1	0	0	0	0	0	0	0	30
28	1	0	0	0	0	0	0	0	30
29	1	0	0	0	0	0	0	0	30
30	0	1	0	0	0	0	0	1	30
31	0	1	0	0	0	0	1	4	30
32	0	1	0	0	0	0	5	0	30
33	0	1	0	0	0	0	5	2	30
34	0	1	0	0	0	0	7	4	30
35	0	1	0	0	0	0	11	0	30
36	0	1	0	0	0	0	11	6	30
37	0	0	1	0	0	0	17	0	30
38	0	0	1	0	0	0	17	2	30
39	0	0	1	0	0	0	19	17	30
40	0	0	1	0	0	0	36	4	30
41	0	0	1	0	0	0	40	1	30
42	0	0	1	0	0	0	41	9	30
43	0	0	1	0	0	0	50	4	30
44	0	0	0	1	0	0	54	6	30
45	0	0	0	1	0	0	60	10	30
46	0	0	0	1	0	0	70	0	30
47	0	0	0	1	0	0	70	5	30
48	0	0	0	1	0	0	75	7	30
49	0	0	0	1	0	0	82	0	30
50	0	0	0	1	0	0	82	7	30
51	0	0	0	0	1	0	89	13	30
52	0	0	0	0	1	0	102	2	30
53	0	0	0	0	1	0	104	1	30
54	0	0	0	0	1	0	105	0	30
55	0	0	0	0	1	0	105	5	30
56	0	0	0	0	1	0	110	3	30
57	0	0	0	0	1	0	113	5	30
58	0	0	0	0	0	1	118	2	30
59	0	0	0	0	0	1	120	6	30
60	0	0	0	0	0	1	126	1	30
61	0	0	0	0	0	1	127	7	30
62	0	0	0	0	0	1	134	2	30
1	1	0	0	0	0	0	0	0	31
2	1	0	0	0	0	0	0	0	31
3	1	0	0	0	0	0	0	0	31
4	1	0	0	0	0	0	0	0	31
5	1	0	0	0	0	0	0	0	31
6	1	0	0	0	0	0	0	0	31
7	1	0	0	0	0	0	0	0	31
8	1	0	0	0	0	0	0	0	31
9	1	0	0	0	0	0	0	0	31
10	1	0	0	0	0	0	0	0	31
11	1	0	0	0	0	0	0	0	31
12	1	0	0	0	0	0	0	0	31
13	1	0	0	0	0	0	0	0	31
14	1	0	0	0	0	0	0	0	31
15	1	0	0	0	0	0	0	0	31
16	1	0	0	0	0	0	0	0	31
17	1	0	0	0	0	0	0	0	31
18	1	0	0	0	0	0	0	1	31
19	1	0	0	0	0	0	1	0	31
20	1	0	0	0	0	0	1	2	31
21	1	0	0	0	0	0	3	1	31
22	1	0	0	0	0	0	4	0	31
23	1	0	0	0	0	0	4	0	31
24	1	0	0	0	0	0	4	0	31
25	1	0	0	0	0	0	4	0	31
26	1	0	0	0	0	0	4	0	31
27	1	0	0	0	0	0	4	0	31
28	1	0	0	0	0	0	4	2	31
29	1	0	0	0	0	0	6	13	31
30	0	1	0	0	0	0	19	2	31
31	0	1	0	0	0	0	21	5	31
32	0	1	0	0	0	0	26	1	31
33	0	1	0	0	0	0	27	4	31
