day	wk1	wk2	wk3	wk4	wk5	wk6	cumm	covid	country
4	1	0	0	0	0	0	0	0	11
5	1	0	0	0	0	0	0	0	11
6	1	0	0	0	0	0	0	0	11
7	1	0	0	0	0	0	0	0	11
8	1	0	0	0	0	0	0	0	11
9	1	0	0	0	0	0	0	0	11
10	1	0	0	0	0	0	0	0	11
11	1	0	0	0	0	0	0	0	11
12	1	0	0	0	0	0	0	0	11
13	1	0	0	0	0	0	0	0	11
14	1	0	0	0	0	0	0	0	11
15	1	0	0	0	0	0	0	0	11
16	1	0	0	0	0	0	0	0	11
17	1	0	0	0	0	0	0	0	11
18	1	0	0	0	0	0	0	0	11
19	1	0	0	0	0	0	0	0	11
20	1	0	0	0	0	0	0	0	11
21	1	0	0	0	0	0	0	0	11
22	1	0	0	0	0	0	0	0	11
23	1	0	0	0	0	0	0	0	11
24	1	0	0	0	0	0	0	0	11
25	1	0	0	0	0	0	0	0	11
26	1	0	0	0	0	0	0	1	11
27	1	0	0	0	0	0	1	0	11
28	1	0	0	0	0	0	1	0	11
29	1	0	0	0	0	0	1	1	11
30	0	1	0	0	0	0	2	0	11
31	0	1	0	0	0	0	2	0	11
32	0	1	0	0	0	0	2	1	11
33	0	1	0	0	0	0	3	0	11
34	0	1	0	0	0	0	3	11	11
35	0	1	0	0	0	0	14	0	11
36	0	1	0	0	0	0	14	0	11
37	0	0	1	0	0	0	14	9	11
38	0	0	1	0	0	0	23	3	11
39	0	0	1	0	0	0	26	0	11
40	0	0	1	0	0	0	26	19	11
41	0	0	1	0	0	0	45	0	11
42	0	0	1	0	0	0	45	9	11
43	0	0	1	0	0	0	54	4	11
44	0	0	0	1	0	0	58	0	11
45	0	0	0	1	0	0	58	23	11
46	0	0	0	1	0	0	81	17	11
47	0	0	0	1	0	0	98	0	11
48	0	0	0	1	0	0	98	25	11
49	0	0	0	1	0	0	123	0	11
50	0	0	0	1	0	0	123	11	11
51	0	0	0	0	1	0	134	20	11
52	0	0	0	0	1	0	154	0	11
53	0	0	0	0	1	0	154	7	11
54	0	0	0	0	1	0	161	19	11
55	0	0	0	0	1	0	180	3	11
56	0	0	0	0	1	0	183	32	11
57	0	0	0	0	1	0	215	8	11
58	0	0	0	0	0	1	223	11	11
59	0	0	0	0	0	1	234	0	11
60	0	0	0	0	0	1	234	1	11
61	0	0	0	0	0	1	235	19	11
62	0	0	0	0	0	1	254	13	11
1	1	0	0	0	0	0	0	1	13
2	1	0	0	0	0	0	1	0	13
3	1	0	0	0	0	0	1	0	13
4	1	0	0	0	0	0	1	0	13
5	1	0	0	0	0	0	1	0	13
6	1	0	0	0	0	0	1	0	13
7	1	0	0	0	0	0	1	0	13
8	1	0	0	0	0	0	1	0	13
9	1	0	0	0	0	0	1	0	13
10	1	0	0	0	0	0	1	0	13
11	1	0	0	0	0	0	1	0	13
12	1	0	0	0	0	0	1	0	13
13	1	0	0	0	0	0	1	0	13
14	1	0	0	0	0	0	1	0	13
15	1	0	0	0	0	0	1	0	13
16	1	0	0	0	0	0	1	0	13
17	1	0	0	0	0	0	1	1	13
18	1	0	0	0	0	0	2	0	13
19	1	0	0	0	0	0	2	0	13
20	1	0	0	0	0	0	2	0	13
21	1	0	0	0	0	0	2	1	13
22	1	0	0	0	0	0	3	12	13
23	1	0	0	0	0	0	15	0	13
24	1	0	0	0	0	0	15	34	13
25	1	0	0	0	0	0	49	6	13
26	1	0	0	0	0	0	55	4	13
27	1	0	0	0	0	0	59	1	13
28	1	0	0	0	0	0	60	20	13
29	1	0	0	0	0	0	80	13	13
30	0	1	0	0	0	0	93	0	13
31	0	1	0	0	0	0	93	17	13
32	0	1	0	0	0	0	110	16	13
33	0	1	0	0	0	0	126	40	13
34	0	1	0	0	0	0	166	30	13
35	0	1	0	0	0	0	196	14	13
36	0	1	0	0	0	0	210	46	13
37	0	0	1	0	0	0	256	29	13
38	0	0	1	0	0	0	285	9	13
39	0	0	1	0	0	0	294	33	13
40	0	0	1	0	0	0	327	39	13
41	0	0	1	0	0	0	366	76	13
42	0	0	1	0	0	0	442	14	13
43	0	0	1	0	0	0	456	39	13
44	0	0	0	1	0	0	495	41	13
45	0	0	0	1	0	0	536	40	13
46	0	0	0	1	0	0	576	33	13
47	0	0	0	1	0	0	609	47	13
48	0	0	0	1	0	0	656	54	13
49	0	0	0	1	0	0	710	69	13
50	0	0	0	1	0	0	779	0	13
51	0	0	0	0	1	0	779	206	13
52	0	0	0	0	1	0	985	85	13
53	0	0	0	0	1	0	1070	3	13
54	0	0	0	0	1	0	1073	249	13
55	0	0	0	0	1	0	1322	238	13
56	0	0	0	0	1	0	1560	139	13
57	0	0	0	0	1	0	1699	95	13
58	0	0	0	0	0	1	1794	145	13
59	0	0	0	0	0	1	1939	126	13
60	0	0	0	0	0	1	2065	125	13
61	0	0	0	0	0	1	2190	160	13
62	0	0	0	0	0	1	2350	155	13
1	1	0	0	0	0	0	0	0	43
2	1	0	0	0	0	0	0	0	43
3	1	0	0	0	0	0	0	0	43
4	1	0	0	0	0	0	0	0	43
5	1	0	0	0	0	0	0	0	43
6	1	0	0	0	0	0	0	0	43
7	1	0	0	0	0	0	0	0	43
8	1	0	0	0	0	0	0	0	43
9	1	0	0	0	0	0	0	0	43
10	1	0	0	0	0	0	0	0	43
11	1	0	0	0	0	0	0	0	43
12	1	0	0	0	0	0	0	0	43
13	1	0	0	0	0	0	0	0	43
14	1	0	0	0	0	0	0	0	43
15	1	0	0	0	0	0	0	0	43
16	1	0	0	0	0	0	0	0	43
17	1	0	0	0	0	0	0	0	43
18	1	0	0	0	0	0	0	0	43
19	1	0	0	0	0	0	0	0	43
20	1	0	0	0	0	0	0	0	43
21	1	0	0	0	0	0	0	0	43
22	1	0	0	0	0	0	0	0	43
23	1	0	0	0	0	0	0	0	43
24	1	0	0	0	0	0	0	0	43
25	1	0	0	0	0	0	0	0	43
26	1	0	0	0	0	0	0	0	43
27	1	0	0	0	0	0	0	0	43
28	1	0	0	0	0	0	0	0	43
29	1	0	0	0	0	0	0	0	43
30	0	1	0	0	0	0	0	1	43
31	0	1	0	0	0	0	1	0	43
32	0	1	0	0	0	0	1	0	43
33	0	1	0	0	0	0	1	0	43
34	0	1	0	0	0	0	1	2	43
35	0	1	0	0	0	0	3	1	43
36	0	1	0	0	0	0	4	0	43
37	0	0	1	0	0	0	4	2	43
38	0	0	1	0	0	0	6	0	43
39	0	0	1	0	0	0	6	3	43
40	0	0	1	0	0	0	9	0	43
41	0	0	1	0	0	0	9	2	43
42	0	0	1	0	0	0	11	1	43
43	0	0	1	0	0	0	12	1	43
44	0	0	0	1	0	0	13	0	43
45	0	0	0	1	0	0	13	1	43
46	0	0	0	1	0	0	14	0	43
47	0	0	0	1	0	0	14	1	43
48	0	0	0	1	0	0	15	0	43
49	0	0	0	1	0	0	15	0	43
50	0	0	0	1	0	0	15	1	43
51	0	0	0	0	1	0	16	0	43
52	0	0	0	0	1	0	16	0	43
53	0	0	0	0	1	0	16	0	43
54	0	0	0	0	1	0	16	0	43
55	0	0	0	0	1	0	16	2	43
56	0	0	0	0	1	0	18	0	43
57	0	0	0	0	1	0	18	0	43
58	0	0	0	0	0	1	18	0	43
59	0	0	0	0	0	1	18	3	43
60	0	0	0	0	0	1	21	0	43
61	0	0	0	0	0	1	21	20	43
62	0	0	0	0	0	1	41	10	43
1	1	0	0	0	0	0	0	0	44
2	1	0	0	0	0	0	0	0	44
3	1	0	0	0	0	0	0	0	44
4	1	0	0	0	0	0	0	0	44
5	1	0	0	0	0	0	0	0	44
6	1	0	0	0	0	0	0	0	44
7	1	0	0	0	0	0	0	0	44
8	1	0	0	0	0	0	0	0	44
9	1	0	0	0	0	0	0	0	44
10	1	0	0	0	0	0	0	0	44
11	1	0	0	0	0	0	0	0	44
12	1	0	0	0	0	0	0	0	44
13	1	0	0	0	0	0	0	0	44
14	1	0	0	0	0	0	0	0	44
15	1	0	0	0	0	0	0	0	44
16	1	0	0	0	0	0	0	0	44
17	1	0	0	0	0	0	0	0	44
18	1	0	0	0	0	0	0	0	44
19	1	0	0	0	0	0	0	0	44
20	1	0	0	0	0	0	0	0	44
21	1	0	0	0	0	0	0	0	44
22	1	0	0	0	0	0	0	0	44
23	1	0	0	0	0	0	0	0	44
24	1	0	0	0	0	0	0	0	44
25	1	0	0	0	0	0	0	0	44
26	1	0	0	0	0	0	0	0	44
27	1	0	0	0	0	0	0	0	44
28	1	0	0	0	0	0	0	0	44
29	1	0	0	0	0	0	0	0	44
30	0	1	0	0	0	0	0	0	44
31	0	1	0	0	0	0	0	0	44
32	0	1	0	0	0	0	0	0	44
33	0	1	0	0	0	0	0	0	44
34	0	1	0	0	0	0	0	0	44
35	0	1	0	0	0	0	0	0	44
36	0	1	0	0	0	0	0	0	44
37	0	0	1	0	0	0	0	1	44
38	0	0	1	0	0	0	1	0	44
39	0	0	1	0	0	0	1	0	44
40	0	0	1	0	0	0	1	0	44
41	0	0	1	0	0	0	1	3	44
42	0	0	1	0	0	0	4	2	44
43	0	0	1	0	0	0	6	0	44
44	0	0	0	1	0	0	6	0	44
45	0	0	0	1	0	0	6	6	44
46	0	0	0	1	0	0	12	0	44
47	0	0	0	1	0	0	12	3	44
48	0	0	0	1	0	0	15	3	44
49	0	0	0	1	0	0	18	4	44
50	0	0	0	1	0	0	22	0	44
51	0	0	0	0	1	0	22	7	44
52	0	0	0	0	1	0	29	0	44
53	0	0	0	0	1	0	29	2	44
54	0	0	0	0	1	0	31	0	44
55	0	0	0	0	1	0	31	2	44
56	0	0	0	0	1	0	33	0	44
57	0	0	0	0	1	0	33	1	44
58	0	0	0	0	0	1	34	0	44
59	0	0	0	0	0	1	34	0	44
60	0	0	0	0	0	1	34	0	44
61	0	0	0	0	0	1	34	1	44
62	0	0	0	0	0	1	35	0	44
1	1	0	0	0	0	0	0	0	14
2	1	0	0	0	0	0	0	0	14
3	1	0	0	0	0	0	0	0	14
4	1	0	0	0	0	0	0	0	14
5	1	0	0	0	0	0	0	0	14
6	1	0	0	0	0	0	0	0	14
7	1	0	0	0	0	0	0	0	14
8	1	0	0	0	0	0	0	0	14
9	1	0	0	0	0	0	0	0	14
10	1	0	0	0	0	0	0	0	14
11	1	0	0	0	0	0	0	0	14
12	1	0	0	0	0	0	0	0	14
13	1	0	0	0	0	0	0	0	14
14	1	0	0	0	0	0	0	0	14
15	1	0	0	0	0	0	0	0	14
16	1	0	0	0	0	0	0	0	14
17	1	0	0	0	0	0	0	0	14
18	1	0	0	0	0	0	0	0	14
19	1	0	0	0	0	0	0	0	14
20	1	0	0	0	0	0	0	0	14
21	1	0	0	0	0	0	0	0	14
22	1	0	0	0	0	0	0	0	14
23	1	0	0	0	0	0	0	0	14
24	1	0	0	0	0	0	0	0	14
25	1	0	0	0	0	0	0	0	14
26	1	0	0	0	0	0	0	0	14
27	1	0	0	0	0	0	0	0	14
28	1	0	0	0	0	0	0	0	14
29	1	0	0	0	0	0	0	1	14
30	0	1	0	0	0	0	1	0	14
31	0	1	0	0	0	0	1	3	14
32	0	1	0	0	0	0	4	1	14
33	0	1	0	0	0	0	5	0	14
34	0	1	0	0	0	0	5	1	14
35	0	1	0	0	0	0	6	1	14
36	0	1	0	0	0	0	7	2	14
37	0	0	1	0	0	0	9	0	14
38	0	0	1	0	0	0	9	2	14
39	0	0	1	0	0	0	11	0	14
40	0	0	1	0	0	0	11	0	14
41	0	0	1	0	0	0	11	1	14
42	0	0	1	0	0	0	12	0	14
43	0	0	1	0	0	0	12	4	14
44	0	0	0	1	0	0	16	0	14
45	0	0	0	1	0	0	16	0	14
46	0	0	0	1	0	0	16	7	14
47	0	0	0	1	0	0	23	2	14
48	0	0	0	1	0	0	25	4	14
49	0	0	0	1	0	0	29	0	14
50	0	0	0	1	0	0	29	6	14
51	0	0	0	0	1	0	35	3	14
52	0	0	0	0	1	0	38	5	14
53	0	0	0	0	1	0	43	1	14
54	0	0	0	0	1	0	44	8	14
55	0	0	0	0	1	0	52	3	14
56	0	0	0	0	1	0	55	1	14
57	0	0	0	0	1	0	56	9	14
58	0	0	0	0	0	1	65	4	14
59	0	0	0	0	0	1	69	2	14
60	0	0	0	0	0	1	71	3	14
61	0	0	0	0	0	1	74	8	14
62	0	0	0	0	0	1	82	3	14
1	1	0	0	0	0	0	0	0	15
2	1	0	0	0	0	0	0	0	15
3	1	0	0	0	0	0	0	0	15
4	1	0	0	0	0	0	0	0	15
5	1	0	0	0	0	0	0	0	15
6	1	0	0	0	0	0	0	0	15
7	1	0	0	0	0	0	0	0	15
8	1	0	0	0	0	0	0	0	15
9	1	0	0	0	0	0	0	0	15
10	1	0	0	0	0	0	0	0	15
11	1	0	0	0	0	0	0	0	15
12	1	0	0	0	0	0	0	0	15
13	1	0	0	0	0	0	0	0	15
14	1	0	0	0	0	0	0	0	15
15	1	0	0	0	0	0	0	0	15
16	1	0	0	0	0	0	0	0	15
17	1	0	0	0	0	0	0	0	15
18	1	0	0	0	0	0	0	0	15
19	1	0	0	0	0	0	0	0	15
20	1	0	0	0	0	0	0	0	15
21	1	0	0	0	0	0	0	0	15
22	1	0	0	0	0	0	0	0	15
23	1	0	0	0	0	0	0	0	15
24	1	0	0	0	0	0	0	0	15
25	1	0	0	0	0	0	0	0	15
26	1	0	0	0	0	0	0	0	15
27	1	0	0	0	0	0	0	0	15
28	1	0	0	0	0	0	0	1	15
29	1	0	0	0	0	0	1	0	15
30	0	1	0	0	0	0	1	0	15
31	0	1	0	0	0	0	1	0	15
32	0	1	0	0	0	0	1	0	15
33	0	1	0	0	0	0	1	0	15
34	0	1	0	0	0	0	1	2	15
35	0	1	0	0	0	0	3	0	15
36	0	1	0	0	0	0	3	0	15
37	0	0	1	0	0	0	3	0	15
38	0	0	1	0	0	0	3	3	15
39	0	0	1	0	0	0	6	0	15
40	0	0	1	0	0	0	6	0	15
41	0	0	1	0	0	0	6	0	15
42	0	0	1	0	0	0	6	1	15
43	0	0	1	0	0	0	7	0	15
44	0	0	0	1	0	0	7	0	15
45	0	0	0	1	0	0	7	0	15
46	0	0	0	1	0	0	7	0	15
47	0	0	0	1	0	0	7	9	15
48	0	0	0	1	0	0	16	2	15
49	0	0	0	1	0	0	18	0	15
50	0	0	0	1	0	0	18	3	15
51	0	0	0	0	1	0	21	0	15
52	0	0	0	0	1	0	21	0	15
53	0	0	0	0	1	0	21	0	15
54	0	0	0	0	1	0	21	9	15
55	0	0	0	0	1	0	30	3	15
56	0	0	0	0	1	0	33	11	15
57	0	0	0	0	1	0	44	2	15
58	0	0	0	0	0	1	46	3	15
59	0	0	0	0	0	1	49	8	15
60	0	0	0	0	0	1	57	0	15
61	0	0	0	0	0	1	57	18	15
62	0	0	0	0	0	1	75	23	15
1	1	0	0	0	0	0	0	0	47
2	1	0	0	0	0	0	0	0	47
3	1	0	0	0	0	0	0	0	47
4	1	0	0	0	0	0	0	0	47
5	1	0	0	0	0	0	0	0	47
6	1	0	0	0	0	0	0	0	47
7	1	0	0	0	0	0	0	0	47
8	1	0	0	0	0	0	0	0	47
9	1	0	0	0	0	0	0	0	47
10	1	0	0	0	0	0	0	0	47
11	1	0	0	0	0	0	0	0	47
12	1	0	0	0	0	0	0	0	47
13	1	0	0	0	0	0	0	0	47
14	1	0	0	0	0	0	0	0	47
15	1	0	0	0	0	0	0	0	47
16	1	0	0	0	0	0	0	0	47
17	1	0	0	0	0	0	0	0	47
18	1	0	0	0	0	0	0	0	47
19	1	0	0	0	0	0	0	0	47
20	1	0	0	0	0	0	0	0	47
21	1	0	0	0	0	0	0	0	47
22	1	0	0	0	0	0	0	0	47
23	1	0	0	0	0	0	0	0	47
24	1	0	0	0	0	0	0	0	47
25	1	0	0	0	0	0	0	0	47
26	1	0	0	0	0	0	0	0	47
27	1	0	0	0	0	0	0	0	47
28	1	0	0	0	0	0	0	0	47
29	1	0	0	0	0	0	0	0	47
30	0	1	0	0	0	0	0	0	47
31	0	1	0	0	0	0	0	0	47
32	0	1	0	0	0	0	0	0	47
33	0	1	0	0	0	0	0	1	47
34	0	1	0	0	0	0	1	0	47
35	0	1	0	0	0	0	1	0	47
36	0	1	0	0	0	0	1	0	47
37	0	0	1	0	0	0	1	0	47
38	0	0	1	0	0	0	1	0	47
39	0	0	1	0	0	0	1	1	47
40	0	0	1	0	0	0	2	1	47
41	0	0	1	0	0	0	3	0	47
42	0	0	1	0	0	0	3	0	47
43	0	0	1	0	0	0	3	0	47
44	0	0	0	1	0	0	3	0	47
45	0	0	0	1	0	0	3	0	47
46	0	0	0	1	0	0	3	1	47
47	0	0	0	1	0	0	4	0	47
48	0	0	0	1	0	0	4	0	47
49	0	0	0	1	0	0	4	0	47
50	0	0	0	1	0	0	4	0	47
51	0	0	0	0	1	0	4	0	47
52	0	0	0	0	1	0	4	0	47
53	0	0	0	0	1	0	4	0	47
54	0	0	0	0	1	0	4	0	47
55	0	0	0	0	1	0	4	0	47
56	0	0	0	0	1	0	4	0	47
57	0	0	0	0	1	0	4	0	47
58	0	0	0	0	0	1	4	5	47
59	0	0	0	0	0	1	9	0	47
60	0	0	0	0	0	1	9	0	47
61	0	0	0	0	0	1	9	0	47
62	0	0	0	0	0	1	9	0	47
1	1	0	0	0	0	0	0	0	16
2	1	0	0	0	0	0	0	0	16
3	1	0	0	0	0	0	0	0	16
4	1	0	0	0	0	0	0	0	16
5	1	0	0	0	0	0	0	0	16
6	1	0	0	0	0	0	0	0	16
7	1	0	0	0	0	0	0	0	16
8	1	0	0	0	0	0	0	0	16
9	1	0	0	0	0	0	0	0	16
10	1	0	0	0	0	0	0	0	16
11	1	0	0	0	0	0	0	0	16
12	1	0	0	0	0	0	0	0	16
13	1	0	0	0	0	0	0	0	16
14	1	0	0	0	0	0	0	0	16
15	1	0	0	0	0	0	0	0	16
16	1	0	0	0	0	0	0	0	16
17	1	0	0	0	0	0	0	0	16
18	1	0	0	0	0	0	0	0	16
19	1	0	0	0	0	0	0	0	16
20	1	0	0	0	0	0	0	0	16
21	1	0	0	0	0	0	0	0	16
22	1	0	0	0	0	0	0	0	16
23	1	0	0	0	0	0	0	0	16
24	1	0	0	0	0	0	0	0	16
25	1	0	0	0	0	0	0	0	16
26	1	0	0	0	0	0	0	0	16
27	1	0	0	0	0	0	0	0	16
28	1	0	0	0	0	0	0	2	16
29	1	0	0	0	0	0	2	0	16
30	0	1	0	0	0	0	2	0	16
31	0	1	0	0	0	0	2	0	16
32	0	1	0	0	0	0	2	4	16
33	0	1	0	0	0	0	6	0	16
34	0	1	0	0	0	0	6	1	16
35	0	1	0	0	0	0	7	4	16
36	0	1	0	0	0	0	11	5	16
37	0	0	1	0	0	0	16	5	16
38	0	0	1	0	0	0	21	3	16
39	0	0	1	0	0	0	24	3	16
40	0	0	1	0	0	0	27	26	16
41	0	0	1	0	0	0	53	15	16
42	0	0	1	0	0	0	68	64	16
43	0	0	1	0	0	0	132	5	16
44	0	0	0	1	0	0	137	4	16
45	0	0	0	1	0	0	141	11	16
46	0	0	0	1	0	0	152	0	16
47	0	0	0	1	0	0	152	0	16
48	0	0	0	1	0	0	152	43	16
49	0	0	0	1	0	0	195	9	16
50	0	0	0	1	0	0	204	1	16
51	0	0	0	0	1	0	205	9	16
52	0	0	0	0	1	0	214	0	16
53	0	0	0	0	1	0	214	73	16
54	0	0	0	0	1	0	287	0	16
55	0	0	0	0	1	0	287	26	16
56	0	0	0	0	1	0	313	65	16
57	0	0	0	0	1	0	378	0	16
58	0	0	0	0	0	1	378	30	16
59	0	0	0	0	0	1	408	158	16
60	0	0	0	0	0	1	566	0	16
61	0	0	0	0	0	1	566	70	16
62	0	0	0	0	0	1	636	0	16
1	1	0	0	0	0	0	0	0	17
2	1	0	0	0	0	0	0	0	17
3	1	0	0	0	0	0	0	0	17
4	1	0	0	0	0	0	0	0	17
5	1	0	0	0	0	0	0	0	17
6	1	0	0	0	0	0	0	0	17
7	1	0	0	0	0	0	0	0	17
8	1	0	0	0	0	0	0	0	17
9	1	0	0	0	0	0	0	0	17
10	1	0	0	0	0	0	0	0	17
11	1	0	0	0	0	0	0	0	17
12	1	0	0	0	0	0	0	0	17
13	1	0	0	0	0	0	0	0	17
14	1	0	0	0	0	0	0	0	17
15	1	0	0	0	0	0	0	0	17
16	1	0	0	0	0	0	0	0	17
17	1	0	0	0	0	0	0	0	17
18	1	0	0	0	0	0	0	0	17
19	1	0	0	0	0	0	0	0	17
20	1	0	0	0	0	0	0	0	17
21	1	0	0	0	0	0	0	0	17
22	1	0	0	0	0	0	0	0	17
23	1	0	0	0	0	0	0	0	17
24	1	0	0	0	0	0	0	0	17
25	1	0	0	0	0	0	0	0	17
26	1	0	0	0	0	0	0	0	17
27	1	0	0	0	0	0	0	0	17
28	1	0	0	0	0	0	0	0	17
29	1	0	0	0	0	0	0	1	17
30	0	1	0	0	0	0	1	0	17
31	0	1	0	0	0	0	1	0	17
32	0	1	0	0	0	0	1	0	17
33	0	1	0	0	0	0	1	0	17
34	0	1	0	0	0	0	1	0	17
35	0	1	0	0	0	0	1	0	17
36	0	1	0	0	0	0	1	1	17
37	0	0	1	0	0	0	2	0	17
38	0	0	1	0	0	0	2	0	17
39	0	0	1	0	0	0	2	0	17
40	0	0	1	0	0	0	2	2	17
41	0	0	1	0	0	0	4	0	17
42	0	0	1	0	0	0	4	1	17
43	0	0	1	0	0	0	5	0	17
44	0	0	0	1	0	0	5	3	17
45	0	0	0	1	0	0	8	0	17
46	0	0	0	1	0	0	8	8	17
47	0	0	0	1	0	0	16	0	17
48	0	0	0	1	0	0	16	14	17
49	0	0	0	1	0	0	30	22	17
50	0	0	0	1	0	0	52	0	17
51	0	0	0	0	1	0	52	59	17
52	0	0	0	0	1	0	111	10	17
53	0	0	0	0	1	0	121	7	17
54	0	0	0	0	1	0	128	16	17
55	0	0	0	0	1	0	144	20	17
56	0	0	0	0	1	0	164	30	17
57	0	0	0	0	1	0	194	18	17
58	0	0	0	0	0	1	212	38	17
59	0	0	0	0	0	1	250	0	17
60	0	0	0	0	0	1	250	69	17
61	0	0	0	0	0	1	319	44	17
62	0	0	0	0	0	1	363	41	17
1	1	0	0	0	0	0	0	0	18
2	1	0	0	0	0	0	0	0	18
3	1	0	0	0	0	0	0	0	18
4	1	0	0	0	0	0	0	0	18
5	1	0	0	0	0	0	0	0	18
6	1	0	0	0	0	0	0	0	18
7	1	0	0	0	0	0	0	0	18
8	1	0	0	0	0	0	0	0	18
9	1	0	0	0	0	0	0	0	18
10	1	0	0	0	0	0	0	0	18
11	1	0	0	0	0	0	0	0	18
12	1	0	0	0	0	0	0	0	18
13	1	0	0	0	0	0	0	0	18
14	1	0	0	0	0	0	0	0	18
15	1	0	0	0	0	0	0	0	18
16	1	0	0	0	0	0	0	0	18
17	1	0	0	0	0	0	0	0	18
18	1	0	0	0	0	0	0	0	18
19	1	0	0	0	0	0	0	0	18
20	1	0	0	0	0	0	0	0	18
21	1	0	0	0	0	0	0	0	18
22	1	0	0	0	0	0	0	0	18
23	1	0	0	0	0	0	0	0	18
24	1	0	0	0	0	0	0	0	18
25	1	0	0	0	0	0	0	0	18
26	1	0	0	0	0	0	0	0	18
27	1	0	0	0	0	0	0	0	18
28	1	0	0	0	0	0	0	0	18
29	1	0	0	0	0	0	0	0	18
30	0	1	0	0	0	0	0	0	18
31	0	1	0	0	0	0	0	0	18
32	0	1	0	0	0	0	0	0	18
33	0	1	0	0	0	0	0	0	18
34	0	1	0	0	0	0	0	0	18
35	0	1	0	0	0	0	0	0	18
36	0	1	0	0	0	0	0	0	18
37	0	0	1	0	0	0	0	0	18
38	0	0	1	0	0	0	0	0	18
39	0	0	1	0	0	0	0	0	18
40	0	0	1	0	0	0	0	0	18
41	0	0	1	0	0	0	0	0	18
42	0	0	1	0	0	0	0	2	18
43	0	0	1	0	0	0	2	0	18
44	0	0	0	1	0	0	2	0	18
45	0	0	0	1	0	0	2	0	18
46	0	0	0	1	0	0	2	0	18
47	0	0	0	1	0	0	2	6	18
48	0	0	0	1	0	0	8	1	18
49	0	0	0	1	0	0	9	0	18
50	0	0	0	1	0	0	9	6	18
51	0	0	0	0	1	0	15	3	18
52	0	0	0	0	1	0	18	0	18
53	0	0	0	0	1	0	18	15	18
54	0	0	0	0	1	0	33	0	18
55	0	0	0	0	1	0	33	0	18
56	0	0	0	0	1	0	33	2	18
57	0	0	0	0	1	0	35	0	18
58	0	0	0	0	0	1	35	3	18
59	0	0	0	0	0	1	38	1	18
60	0	0	0	0	0	1	39	0	18
61	0	0	0	0	0	1	39	1	18
62	0	0	0	0	0	1	40	0	18
1	1	0	0	0	0	0	0	0	19
2	1	0	0	0	0	0	0	0	19
3	1	0	0	0	0	0	0	0	19
4	1	0	0	0	0	0	0	0	19
5	1	0	0	0	0	0	0	0	19
6	1	0	0	0	0	0	0	0	19
7	1	0	0	0	0	0	0	0	19
8	1	0	0	0	0	0	0	0	19
9	1	0	0	0	0	0	0	0	19
10	1	0	0	0	0	0	0	0	19
11	1	0	0	0	0	0	0	0	19
12	1	0	0	0	0	0	0	0	19
13	1	0	0	0	0	0	0	0	19
14	1	0	0	0	0	0	0	0	19
15	1	0	0	0	0	0	0	0	19
16	1	0	0	0	0	0	0	0	19
17	1	0	0	0	0	0	0	0	19
18	1	0	0	0	0	0	0	0	19
19	1	0	0	0	0	0	0	0	19
20	1	0	0	0	0	0	0	0	19
21	1	0	0	0	0	0	0	0	19
22	1	0	0	0	0	0	0	0	19
23	1	0	0	0	0	0	0	0	19
24	1	0	0	0	0	0	0	0	19
25	1	0	0	0	0	0	0	0	19
26	1	0	0	0	0	0	0	0	19
27	1	0	0	0	0	0	0	0	19
28	1	0	0	0	0	0	0	0	19
29	1	0	0	0	0	0	0	1	19
30	0	1	0	0	0	0	1	0	19
31	0	1	0	0	0	0	1	2	19
32	0	1	0	0	0	0	3	0	19
33	0	1	0	0	0	0	3	1	19
34	0	1	0	0	0	0	4	3	19
35	0	1	0	0	0	0	7	0	19
36	0	1	0	0	0	0	7	0	19
37	0	0	1	0	0	0	7	0	19
38	0	0	1	0	0	0	7	8	19
39	0	0	1	0	0	0	15	1	19
40	0	0	1	0	0	0	16	9	19
41	0	0	1	0	0	0	25	0	19
42	0	0	1	0	0	0	25	6	19
43	0	0	1	0	0	0	31	0	19
44	0	0	0	1	0	0	31	7	19
45	0	0	0	1	0	0	38	4	19
46	0	0	0	1	0	0	42	8	19
47	0	0	0	1	0	0	50	9	19
48	0	0	0	1	0	0	59	22	19
49	0	0	0	1	0	0	81	29	19
50	0	0	0	1	0	0	110	12	19
51	0	0	0	0	1	0	122	4	19
52	0	0	0	0	1	0	126	16	19
53	0	0	0	0	1	0	142	16	19
54	0	0	0	0	1	0	158	14	19
55	0	0	0	0	1	0	172	7	19
56	0	0	0	0	1	0	179	5	19
57	0	0	0	0	1	0	184	5	19
58	0	0	0	0	0	1	189	2	19
59	0	0	0	0	0	1	191	6	19
60	0	0	0	0	0	1	197	11	19
61	0	0	0	0	0	1	208	8	19
62	0	0	0	0	0	1	216	9	19
1	1	0	0	0	0	0	0	0	20
2	1	0	0	0	0	0	0	0	20
3	1	0	0	0	0	0	0	0	20
4	1	0	0	0	0	0	0	0	20
5	1	0	0	0	0	0	0	0	20
6	1	0	0	0	0	0	0	0	20
7	1	0	0	0	0	0	0	0	20
8	1	0	0	0	0	0	0	0	20
9	1	0	0	0	0	0	0	0	20
10	1	0	0	0	0	0	0	0	20
11	1	0	0	0	0	0	0	0	20
12	1	0	0	0	0	0	0	0	20
13	1	0	0	0	0	0	0	0	20
14	1	0	0	0	0	0	0	0	20
15	1	0	0	0	0	0	0	0	20
16	1	0	0	0	0	0	0	0	20
17	1	0	0	0	0	0	0	0	20
18	1	0	0	0	0	0	0	0	20
